Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,title_keywords,patents,companies,companies_count
"Melamed, Osnat",Centre for Addiction and Mental Health (Toronto),Operating Grant: BHCIA: Knowledge Synthesis and Mobilization Grants - VCI,202306BK7,BHCIA : Knowledge Synthesis and Mobilization Grants,Helping Women with Diabetes Quit Smoking: A Gender-Informed Approach to Brain Health,"$98,795 ",$0 ,1 yr 0 mth ,Gender and Health,MENTAL AND BEHAVIOURAL DISEASES; AGING; CARDIOVASCULAR; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2023-11-01,2024-10-31,"Diabetes, Smoking, Brain Health",0,0,0.0
"Doschak, Michael R",University of Alberta,Catalyst Grant: Bone Health,201006CBO,Catalyst Grant: Bone Health,In Vivo microCT and microMRI Evaluation of Bone Marrow Lesion  in a Rat Model of Osteoarthritis,"$85,663 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"ARTHRITIS/OSTEOARTHRITIS; MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT; IMAGING",2010-11-01,2011-10-31,"microCT, microMRI, Osteoarthritis",1,0,0.0
"Hatcher, Simon",Ottawa Hospital Research Institute,Patient-Oriented Research Collaboration Grants,201612PEG,Patient Engagement - Collaboration Grants (SPOR),"Summer Research Institute on Suicide Prevention: The development of a patient-oriented research training for researchers, clinicians, policy makers and people with lived experience of suicide.","$24,989 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; DEPRESSION; MENTAL HEALTH,2017-03-01,2018-02-28,"suicide, prevention, research",0,0,0.0
"Loeb, Mark B",McMaster University,Op Grant: COVID-19 Rapid Research FO - Social Policy and Public Health Responses,202005VR5,COVID-19 Rapid Research - Social Policy and Public Health Responses,Determinants of Community COVID Transmission: Learning from the Hutterites,"$1,482,473 ",$0 ,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; POPULATION HEALTH,2020-06-01,2021-05-31,"COVID, transmission, community",0,0,0.0
"Jolicoeur, Marc E",Montreal Heart Institute,Catalyst: Methods Post Market DSE - Registry-randomized trials,201501MP1,Drug Safety and Effectiveness Research Methods,The Advancement and Democratization of Medical Research in Canada Through the Development and Validation of Randomized-Registry Trials,"$100,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,BIOSTATISTICS; HEALTH ETHICS; HEALTH SERVICES RESEARCH; CARDIOVASCULAR,2015-03-01,2016-02-29,"Medical research, Randomized trials, Validation",0,0,0.0
"Lin, Rongtuan",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,China-Canada Joint Health Research Initiative,201103CCI,China-Canada Joint Health Research Initiative - Grants Program,Cross-talk between host antiviral and apoptotic signaling pathways in de novo Dengue virus infection,"$225,000 ",$0 ,3 yrs 0 mth ,Infection and Immunity,VIRAL; INFECTIOUS AND PARASITIC; VIROLOGY; MOLECULAR BIOLOGY,2012-01-01,2014-12-31,"antiviral, apoptotic, Dengue virus",1,0,0.0
"Cook, Deborah J",McMaster University,Knowledge Synthesis Grant,201204KRS,Knowledge Synthesis Grant,A Systematic and Methodological Review of Neuromuscular Electrical Stimulation in the Intensive Care Unit,"$99,996 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; RESPIRATION; MUSCLE, BONE, OR JOINT; HEALTH RESEARCH",2012-10-01,2013-09-30,"Neuromuscular, Electrical Stimulation, Intensive Care",0,0,0.0
"Blais, Alexandre",University of Ottawa,"Catalyst Grant - CEEHRC Epigenetics, Environment & Health",201111CAP,"Catalyst Grant: CEEHRC Epigenetics, Environment and Health",LCM for epigenetic profiling of muscle stem cells.,"$100,000 ",$0 ,1 yr 0 mth ,Genetics,"MUSCULO SKELETAL; MUSCULAR DYSTROPHY; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; CELL BIOLOGY",2012-03-01,2013-02-28,"LCM, epigenetic, profiling",0,0,0.0
"Pilote, Louise",Research Institute of the McGill University Health Centre,Catalyst Grant: Post Market Drug Safety and Effectiveness,201110DSA,Catalyst Grant: Post Market Drug Safety and Effectiveness,A population based study of adherence to atrial fibrillation therapies,"$99,850 ",$0 ,1 yr 0 mth ,Population and Public Health,EPIDEMIOLOGY; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; POPULATION HEALTH; HEALTH RESEARCH,2012-03-01,2013-02-28,"atrial fibrillation, adherence, therapies",0,0,0.0
"Langlois, Marc-Andre",University of Ottawa,Operating Grant: COVID-19 - Diagnostics,202002OV1,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,"Rapid Research Response to the 2019 Novel Coronavirus Outbreak: Development of Targeted Diagnostics, Therapeutics and Comparative Pathogenicity Assessment","$999,999 ",$0 ,2 yrs 0 mth ,Infection and Immunity,VIRAL; INFECTIOUS AND PARASITIC; VIROLOGY,2020-02-01,2022-01-31,"Diagnostics, Therapeutics, Pathogenicity",0,0,0.0
"Barbour, Sean",University of British Columbia,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - predictive analytic models,"The derivation, validation and implementation of an international risk prediction tool in IgA nephropathy","$199,930 ",$0 ,2 yrs 0 mth ,"Nutrition, Metabolism and Diabetes","RENAL FUNCTION, NEPHROLOGY, UROLOGY",2017-09-01,2019-08-31,"risk prediction, IgA nephropathy, validation",0,0,0.0
"Dawe, David",University of Manitoba,Operating Grant: Geroscience Demonstration Grants,201811GER,Operating Grant:Geroscience Demonstration Grants,Linking Inflammation and Metabolism with Frailty in Chronic Cancer,"$450,000 ",$0 ,3 yrs 0 mth ,Aging,AGING; LEUKAEMIAS; CANCER,2019-03-01,2022-02-28,"Inflammation, Metabolism, Cancer",0,0,0.0
"Sidhu, Sachdev S",University of Toronto,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Rapid development of antiviral compounds to fight the COVID-19 outbreak,"$886,090 ",$0 ,2 yrs 0 mth ,Genetics,VIRAL; INFECTIOUS AND PARASITIC; MOLECULAR BIOLOGY; DRUG RESEARCH,2020-02-01,2022-01-31,"antiviral compounds, COVID-19",3,0,0.0
"Piccirillo, Ciriaco A",McGill University,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Variants,202104GA1,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Variants,Viral diversity and immune escape variants in vulnerable individuals post-vaccination.,$0 ,$0 ,1 yr 0 mth ,Population and Public Health,"INFECTIOUS AND PARASITIC; VIRAL; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; POPULATION HEALTH",2021-06-01,2022-05-31,"viral, immune escape, variants",0,0,0.0
"O'Connor, Deborah L",Hospital for Sick Children (Toronto),Operating Grant: Programmatic Grants in Food and Health - Full application,201301FHG,Operating Grant: Programmatic Grants in Food and Health,Optimizing Mothers' Milk for Preterm Infants,"$1,999,675 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",METABOLISM AND NUTRITION; MULTIPLE DISEASE RELEVANCE; HEALTH RESEARCH; NUTRITION,2013-06-01,2018-05-31,"Mothers' Milk, Preterm Infants",3,0,0.0
"Brand, Marjorie C",Ottawa Hospital Research Institute,Operating Grant: Impact Grant : CEEHRC Phase II,201708IGH,Operating Grant : Impact Grant: CEEHRC Phase II,Novel approach to destabilize protein interactions in T-ALL,"$588,081 ",$0 ,3 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER; BLOOD,2017-10-01,2020-09-30,"protein interactions, T-ALL",0,0,0.0
"Schachar, Russell J",Hospital for Sick Children (Toronto),Operating Grant: Analyses of Existing Cohorts & Databases - IHDCYH,201609AO1,Analyses of Existing Canadian Cohorts & Databases - Reproductive Maternal & Child Health,Copy Number Variation and Mental Illness in a Pediatric Community Sample,"$75,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD); GENETICS; MENTAL HEALTH,2017-03-01,2018-02-28,"Copy Number Variation, Mental Illness, Pediatric",0,0,0.0
"Hiremath, Swapnil",Ottawa Hospital Research Institute,Knowledge Synthesis Grant,201601KRS,Knowledge Synthesis Grant,WHAT IS THE EVIDENCE BEHIND THE RECOMMENDATION OF WITHHOLDING CERTAIN MEDICATION BEFORE CONTRAST PROCEDURES? A SYSTEMATIC REVIEW OF THE EVIDENCE.,"$99,000 ",$0 ,1 yr 0 mth ,Health Services and Policy Research,"CARDIOLOGY; DIABETES MELLITUS; RENAL FUNCTION, NEPHROLOGY, UROLOGY; HEALTH SERVICES RESEARCH",2016-06-01,2017-05-31,"medication, contrast, procedures",0,0,0.0
"Conly, John M",University of Calgary,Operating Grant: Joint Programming Initiative on Antimicrobial Resistance,201707AMR,Prevention and Intervention Strategies to Control AMR Infections,Antimicrobial Stewardship Assistant Application Design to Combat AMR,"$566,847 ",$0 ,3 yrs 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; HEALTH RESEARCH,2017-09-01,2020-08-31,"Antimicrobial, Stewardship, AMR",0,0,0.0
"Kaminska, Marta",Research Institute of the McGill University Health Centre,Catalyst Grant: Analysis of CLSA Data,202209ACD,Catalyst Grant: Analysis of CLSA Data,Relationships between Risk of Obstructive Sleep Apnea and outcomes in Parkinson's disease in the Canadian Longitudinal Study on Aging,"$68,651 ",$0 ,1 yr 0 mth ,Aging,EPIDEMIOLOGY; AGING; RESPIRATION,2023-03-01,2024-02-29,"Sleep apnea, Parkinson's, aging",0,0,0.0
"Levine, Brian T",Baycrest Centre for Geriatric Care (Toronto),Catalyst Grant - Mild Traumatic Brain Injury - Ontario,201210CBT,Mild Traumatic Brain Injury,Neurodegenerative Disease in Former Athletes with Traumatic Brain Injury,"$50,000 ",$0 ,1 yr 0 mth ,Aging,AGING; MENTAL AND BEHAVIOURAL DISEASES,2013-03-01,2014-02-28,"Neurodegenerative, Traumatic Brain Injury, Athletes",0,0,0.0
"Mbikay, Majambu",Ottawa Hospital Research Institute,China-Canada Joint Health Research Initiative,200903CCI,China-Canada Joint Health Research Initiative - Grants Program,PCSK9 as a Cholesterolemia-Regulating Gene: Identification and Characterization of Genetic Polymorphisms in Shanghai and Ontario Chinese Populations,"$150,000 ",$0 ,3 yrs 0 mth ,Genetics,ATHEROSCLEROSIS; CORONARY CIRCULATION (INCL. INSUFFICIENCY); GENETICS; CELL BIOLOGY,2010-01-01,2012-12-31,"PCSK9, Cholesterolemia, Polymorphisms",0,0,0.0
"Hebert, Sebastien",Universite Laval,Catalyst Grant: Pilot Projects in Aging - Biological & Clinical Aspects of Aging,201009IAB,Institute of Aging Pilot Projects,MicroRNA loss-of-function tools to study neurodegeneration,"$50,000 ",$0 ,1 yr 0 mth ,Aging,AGING; ALZHEIMER'S DISEASE; NERVOUS SYSTEM,2011-03-01,2012-02-29,"MicroRNA, neurodegeneration, loss-of-function",1,0,0.0
"Serghides, Lena",University Health Network (Toronto),Op. Gr: Emer. COVID Res. Gaps/Prior- Dif. Impacts on Hist. Excl/Underserved Pops,202109EG2,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021),COVID-19 in pregnancy - impact on birth and placental outcomes and associations with race.,"$250,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,PREGNANCY/BIRTH; VIRAL; REPRODUCTION/PREGNANCY,2021-12-01,2022-11-30,"COVID-19, pregnancy, placental",0,0,0.0
"Tremblay, Sophie","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Operating Grant: ECI grants in MRC&Y Health - NMHA,201905MY8,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Microglia Modulation to Protect the Developing Brain after Injury,"$105,000 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",CNS ORGANIC; PERINATAL; NERVOUS SYSTEM; CELL BIOLOGY,2019-11-01,2022-10-31,"Microglia, Brain, Injury",0,0,0.0
"Bach, Horacio",University of British Columbia,Catalyst Grant: Avian Influenza OneHealth Research,202407AVI,Catalyst Grant: Catalyzing OneHealth Research on Avian Influenza,Development of single-chain antibodies against avian influenza H5N1 for environmental and diagnostic applications,"$112,500 ",$0 ,1 yr 0 mth ,Infection and Immunity,VIRAL; VIROLOGY,2024-09-01,2025-08-31,"single-chain antibodies, avian influenza, H5N1",0,0,0.0
"Suuronen, Erik",Ottawa Heart Institute Research Corporation (Ontario),China-Canada Joint Health Research Initiative,201205CCI,China-Canada Joint Health Research Initiative - Grants Program,Cell-based therapeutic angiogenesis using novel in situ hydrogel composites containing fisetin-loaded micelles for cardiovascular regeneration,"$210,493 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,MYOCARDIAL INFARCTION; CORONARY CIRCULATION (INCL. INSUFFICIENCY); CARDIOVASCULAR,2013-01-01,2015-12-31,"angiogenesis, hydrogel, fisetin",0,0,0.0
"de Kemp, Robert",Ottawa Heart Institute Research Corporation (Ontario),Alternative Radiopharmaceuticals for Medical Imaging,200909MIS,Strategic Initiative: Medical Isotope committee,Rubidium-82 - An Alternative Radiopharmaceutical for Myocardial Imaging (Rb-ARMI),"$1,121,700 ",$0 ,2 yrs 0 mth ,Circulatory and Respiratory Health,CARDIOLOGY; CARDIOVASCULAR; IMAGING,2009-11-01,2011-10-31,"Rubidium-82, Radiopharmaceutical, Myocardial Imaging",0,0,0.0
"Leduc, Richard",Universite de Sherbrooke,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Preventing SARS-CoV-2 infection by targeting human type II transmembrane serine protease activity,"$856,000 ",$0 ,2 yrs 0 mth ,Infection and Immunity,VIRAL; INTERNATIONAL HEALTH; VIROLOGY,2020-02-01,2022-01-31,"SARS-CoV-2, transmembrane serine protease, infection",0,0,0.0
"Dasgupta, Kaberi",Research Institute of the McGill University Health Centre,Patient-Oriented Research Collaboration Grants,201612PEG,Patient Engagement - Collaboration Grants (SPOR),Virtual Patient Network for peer Support and acTion in yoUth and young adults with Diabetes-tYpe 1 (VPN-STUDY),"$25,000 ",$0 ,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",DIABETES MELLITUS; PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; METABOLISM/DIABETES; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2017-03-01,2018-02-28,"Virtual Patient, Peer Support, Diabetes",0,0,0.0
"Beristain, Alexander G",University of British Columbia,Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Effect of trophoblast sex on uterine immune cell function,"$149,020 ",$0 ,2 yrs 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; REPRODUCTION/PREGNANCY,2018-04-01,2020-03-31,"trophoblast, uterine, immune cell",0,0,0.0
"Steinberg, Gregory R",McMaster University,"Environments, Genes and Chronic Disease",201509ECD,"Other: Programmatic Grants in Environments, Genes and Chronic Disease",Gene Environment Team on Brown/beige Adipose Tissue (GET_BAT),"$1,998,323 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",METABOLISM AND NUTRITION; ENDOCRINOLOGY; METABOLISM/DIABETES; GASTROINTESTINAL (LIVER),2015-11-01,2020-10-31,"Gene, Adipose, Tissue",4,"Sanofi-Aventis Deutschland Gmbh; Espervita Therapeutics, Inc.; Esperion Therapeutics, Inc.",3.0
"Kelvin, David J",University Health Network (Toronto),Catalyst Grant: Pandemic Preparedness,200904PAP,Pandemic Preparedness,Alleviation of Influenza Induced Immunopathological Events Through Selective Suppression of Kinase Signalling Pathways,"$100,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,PNEUMONIA; INFECTIOUS AND PARASITIC; IMMUNOLOGY-TRANSPLANTATION; VIROLOGY,2009-08-01,2010-07-31,"Influenza, Kinase, Signalling",0,0,0.0
"Moayyedi, Paul",McMaster University,Knowledge Synthesis Grant,201104KRS,Knowledge Synthesis Grant,Developing a tool for determining risk of peptic ulcer complications with non-steroidal anti-inflammatory drugs.,"$99,817 ",$0 ,1 yr 0 mth ,Population and Public Health,GASTRIC/DUODENAL ULCER; GASTRO-INTESTINAL DISEASE; HEALTH RESEARCH; GASTROINTESTINAL (LIVER),2011-10-01,2012-09-30,"peptic ulcer, risk assessment, non-steroidal anti-inflammatory drugs",0,0,0.0
"Zadeh, Gelareh",University Health Network (Toronto),Op Grant: Analyses of Existing Canadian Cohorts & Databases - Cancer Control,201609AO2,Analyses of existing Canadian cohorts and databases related to Cancer,Analysis of R/S-2HG products of IDH1/2 mutation in glioma patient samples in brain tumor bank and correlation with patient survival outcome,"$70,200 ","$4,800 ",1 yr 0 mth ,Cancer Research,"BRAIN TUMORS (INCL. RETINAL TUMORS); CANCER THERAPY GENERAL; CANCER; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2017-03-01,2018-02-28,"R/S-2HG, IDH1/2, glioma",0,0,0.0
"Bach, Horacio",University of British Columbia,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Neutralizing human-derived single-chain antibodies against SARS-CoV-2,"$395,600 ",$0 ,2 yrs 0 mth ,Infection and Immunity,VIRAL; VIROLOGY,2020-04-01,2022-03-31,"antibodies, SARS-CoV-2, neutralizing",0,0,0.0
"Sadarangani, Manish",University of British Columbia,"Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",201805MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Development of functional antibody assays to assess the immunogenicity of pertussis-containing vaccine (Tdap) for HIV-infected and HIV-uninfected pregnant women and their newborns,"$104,999 ",$0 ,3 yrs 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; PREGNANCY/BIRTH; IMMUNOLOGY-TRANSPLANTATION; POPULATION HEALTH,2018-11-01,2021-10-31,"antibody assays, immunogenicity, pertussis",0,0,0.0
"Schunemann, Holger J",McMaster University,Knowledge Synthesis Grant,201210KRS,Knowledge Synthesis Grant,Use of Heparins in Cancer: Individual patient data meta-analysis,"$99,815 ",$0 ,1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CANCER,2013-03-01,2014-02-28,"Heparins, Cancer, Meta-analysis",0,0,0.0
"Carrier, Julie",CIUSSS du Nord-de-l'Ile-de Montreal,ICRH Community Development Program Grants,201504CDT,"ICRH  Resuscitation, Blood & Sleep",Mobilizing the healthcare community towards an integrated approach to improving outcomes of patients with sleep disorders  - Canadian Sleep and Circadian Network (CSCN),"$1,999,713 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,SLEEP DISORDERS; CARDIOVASCULAR; NERVOUS SYSTEM,2015-10-01,2020-09-30,"sleep, circadian, healthcare",0,0,0.0
"McDonald, Sarah D",McMaster University,Knowledge Synthesis Grant,201310KRS,Knowledge Synthesis Grant,Synthesizing the best evidence for weight gain during pregnancy in obese women: were the national guidelines excessive?,"$100,000 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; REPRODUCTION/PREGNANCY,2014-03-01,2015-02-28,"weight gain, pregnancy, obese women",0,0,0.0
"Levesque, Celine M",University of Toronto,Catalyst Grant: Musculoskeletal Health and Arthritis,201701CMA,Oral Health - Catalyst IMHA,Characterization of oral probiotic products for the prevention of dental caries,"$100,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,DENTAL DISEASE (INCL. ORAL BIOLOGY); DENTAL SCIENCE - Oral Biology,2017-03-01,2018-02-28,"oral, probiotic, dental caries",1,0,0.0
"Fiore Jr, Julio F",Research Institute of the McGill University Health Centre,Operating Grant: Opioid Crisis Knowledge Synthesis,201712OCK,Operating Grant: Opioid Crisis Knowledge Synthesis,Preventing opioid prescription after major surgery: A scoping literature review on opioid-free postoperative analgesia,"$59,866 ",$0 ,0 yr 6 mths ,"Neurosciences, Mental Health and Addiction",HEALTH CARE DELIVERY; POPULATION HEALTH; HEALTH RESEARCH; HEALTH SERVICES RESEARCH,2018-03-01,2018-08-31,"opioid, analgesia, surgery",0,0,0.0
"Buchman, Daniel",Centre for Addiction and Mental Health (Toronto),Op. Gr: Emer. COVID Res. Gaps/Prior- Dif. Impacts on Hist. Excl/Underserved Pops,202109EG2,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021),Understanding attitudes and beliefs toward the COVID-19 vaccines among youth with mental illness,"$143,428 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",HEALTH CARE DELIVERY; HEALTH ETHICS; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.; HEALTH RESEARCH,2021-12-01,2022-11-30,"COVID-19, vaccines, mental illness",0,0,0.0
"Pinto, Andrew D",Unity Health Toronto,"Operating Grant: COVID-19 Outpatient Therapeutic Studies - Indirect Costs",202205OT1,Operating Grant: COVID-19 Outpatient Therapeutic Studies,Canadian ADAptive Platform Trial of COVID-19 Therapeutics in Community Settings (Can-ADAPT COVID),"$1,250,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; RESPIRATION; HEALTH SERVICES RESEARCH,2022-06-01,2023-05-31,"ADA, COVID-19, Therapeutics",0,0,0.0
"Pinto, Andrew D",Unity Health Toronto,"Operating Grant: COVID-19 Outpatient Therapeutic Studies",202205OTT,Operating Grant: COVID-19 Outpatient Therapeutic Studies,Canadian ADAptive Platform Trial of COVID-19 Therapeutics in Community Settings (Can-ADAPT COVID),"$5,000,000 ",$0 ,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; RESPIRATION; HEALTH SERVICES RESEARCH,2022-06-01,2023-05-31,"ADA, COVID-19, Therapeutics",0,0,0.0
"Mitchell-Foster, Sheona",University of British Columbia,Catalyst Grant: HPV Screening & Vaccination in Underserved Populations,201709HPV,Indigenous populations,Bridging the cancer divide: Leveraging community strengths and optimizing technology use to improve screening for Indigenous women in northern BC through HPV self-collection,"$199,027 ",$0 ,1 yr 0 mth ,Cancer Research,HEALTH SERVICES RESEARCH; HEALTH CARE DELIVERY; HEALTH RESEARCH,2017-04-01,2018-03-31,"cancer, HPV, screening",0,0,0.0
"Money, Deborah M",University of British Columbia,Op Gr: COVID-19 Rapid Research FO - Clinical Mgmt/Health System Interventions,202005VR4,COVID-19 Rapid Research - Clinical Management & Health System Interventions,"Canadian Surveillance of COVID-19 in Pregnancy: Epidemiology, Maternal and Infant Outcomes","$825,367 ",$0 ,1 yr 0 mth ,Population and Public Health,PREGNANCY/BIRTH; VIRAL; REPRODUCTION/PREGNANCY; POPULATION HEALTH,2020-06-01,2021-05-31,"COVID-19, Surveillance, Pregnancy",0,0,0.0
"Stefanovic, Bojana","Sunnybrook Research Institute (Toronto, Ontario)",Catalyst Grant: Sex as a Variable in Biomedical Research,201511SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Mechanisms of Sex Differences in Focal Cerebral Ischemia,"$148,466 ",$0 ,2 yrs 0 mth ,Gender and Health,"STROKE, HEART FAILURE; CNS ORGANIC; IMAGING; NERVOUS SYSTEM",2016-04-01,2018-03-31,"Sex, Cerebral Ischemia, Focal",0,0,0.0
"Boudreau, Denis",Universite Laval,Operating Grant: COVID-19 - Diagnostics,202002OV1,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Development of a portable point-of-care device for rapid testing of SARS-CoV-2,"$1,000,000 ",$0 ,2 yrs 0 mth ,Infection and Immunity,,2020-04-01,2022-03-31,"portable, point-of-care, SARS-CoV-2",0,0,0.0
"Bremault-Phillips, Suzette C",University of Alberta,Operating Grant: Knowledge Synthesis: COVID-19 in Mental Health & Substance Use,202005CMS,Mental Health and Substance Use Responses to COVID-19,"COVID-19 Physical Distancing and Post-Traumatic Stress Injury: Utilization of Digital Health and Remote Mental Health Services for Military, Veterans, and Public Safety Personnel","$49,964 ",$0 ,0 yr 6 mths ,"Neurosciences, Mental Health and Addiction",ENVIRONMENTAL INFLUENCES ON HEALTH; MENTAL AND BEHAVIOURAL DISEASES; MENTAL HEALTH,2020-05-01,2020-10-31,"COVID-19, Digital Health, Mental Health",0,0,0.0
"Yakovenko, Igor",Dalhousie University (Nova Scotia),Catalyst Grant: Health Impacts of Gambling and Gaming,202310GAM,Health Impacts of Gambling and Gaming,An evaluation of gambling-like money spending in video games and its impact on clinical risk for gaming disorder using a novel behavioral observation approach,"$96,997 ","$3,000 ",1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; PSYCHOSOCIAL AND HEALTH BEHAVIOURS; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.; HEALTH RESEARCH,2024-03-01,2025-02-28,"gambling, video games, behavioral observation",0,0,0.0
"Jerath, Angela","Sunnybrook Research Institute (Toronto, Ontario)",Op Gr: COVID-19 Rapid Research FO - Clinical Mgmt/Health System Interventions,202005VR4,COVID-19 Rapid Research - Clinical Management & Health System Interventions,Sedating With Volatile Anesthetic Agents in Critically Ill COVID-19 Patients in ICU: Effects On Ventilatory Parameters And Survival (The SAVE-ICU trial),"$2,020,648 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,PNEUMONIA; MULTIDISCIPLINARY; DRUG RESEARCH,2020-06-01,2021-05-31,"volatile anesthetic, COVID-19, ventilatory",0,0,0.0
"Yang, Kaiping",Western University (Ontario),China-Canada Joint Health Research Initiative,200903CCI,China-Canada Joint Health Research Initiative - Grants Program,Molecular mechanisms underlying glucocorticoid induction of  cPLA2 and PGHS2 in human amnion fibroblast cells,"$150,000 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; ENDOCRINOLOGY; REPRODUCTION/PREGNANCY,2010-01-01,2012-12-31,"glucocorticoid, cPLA2, PGHS2",0,0,0.0
"Lebel, Catherine A",University of Calgary,"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families",Perinatal psychological distress during the COVID-19 pandemic and the effects on infant brain development during the first year of life,"$150,000 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",MENTAL AND BEHAVIOURAL DISEASES; DETERMINANTS OF HEALTH; IMAGING; REPRODUCTION/PREGNANCY,2021-10-01,2022-09-30,"perinatal, psychological distress, infant brain development",0,0,0.0
"Yeung, Rae S",Hospital for Sick Children (Toronto),Op Grant: Emerging COVID-19 Research Gaps & Priorities - Post COVID-19 condition,202104GA4,Operating Grant: Emerging COVID-19 Research Gaps & Priorities - Post COVID-19 condition,Post COVID hyperinflammation: A syndrome beyond the name,$0 ,$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",ILL-DEFINED CONDITIONS; CARDIOLOGY; CARDIOVASCULAR; IMMUNOLOGY-TRANSPLANTATION,2021-06-01,2022-05-31,"COVID, hyperinflammation, syndrome",0,0,0.0
"Rowe, Brian H",University of Alberta,Knowledge Synthesis Grant,201110KRS,Knowledge Synthesis Grant,Engagement of knowledge users in knowledge synthesis and update in acute asthma.,"$100,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,ASTHMA; RESPIRATION,2012-03-01,2013-02-28,"knowledge synthesis, asthma, engagement",0,0,0.0
