Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,title_keywords,patents,companies,companies_count
"Mills, Edward J",University of Ottawa,Catalyst Grant: Infection & Immunity-PHAC/CAID/Hep C Res-Psycho/Behav/Epid,200909CI7,Catalyst Grant: Infection and Immunity,Liver transplant outcomes for HIV/HCV co-infected patients: A guideline development for Canada.,"$65,350 ",$0 ,1 yr 0 mth ,Infection and Immunity,AIDS; GASTRO-INTESTINAL DISEASE; GASTROINTESTINAL (LIVER); VIROLOGY,2010-03-01,2011-02-28,"liver, HIV, HCV",2,"Accent Therapeutics, Inc.",1.0
"Veillette, Andre",Institut de recherches cliniques de Montreal,China-Canada Joint Health Research Initiative,200903CCI,China-Canada Joint Health Research Initiative - Grants Program,Natural killer cells in virus-mediated liver injury,"$150,000 ",$0 ,3 yrs 0 mth ,Infection and Immunity,BLOOD; VIRAL; VIROLOGY,2010-01-01,2012-12-31,"Natural killer cells, virus, liver injury",3,"Adaerata, Limited Partnership",1.0
"Williams, Tricia",Hospital for Sick Children (Toronto),"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families",Accelerating stepped-care mental health with and for at-risk neurodiverse children and families using co-design,"$149,820 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",PSYCHO-SOCIAL AND BEHAVIOURAL RESEARCH; PSYCHOSOCIAL AND HEALTH BEHAVIOURS; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.; MENTAL HEALTH,2021-10-01,2022-09-30,"mental health, neurodiverse, co-design",0,0,0.0
"Luo, Zhong-Cheng",Sinai Health System (Toronto),Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Understanding early life origins of sex difference in insulin sensitivity,"$150,000 ",$0 ,2 yrs 0 mth ,Gender and Health,ENDOCRINOLOGY; PREGNANCY/BIRTH; REPRODUCTION/PREGNANCY,2018-04-01,2020-03-31,"insulin sensitivity, sex difference, early life",0,0,0.0
"Jeschke, Marc G","Sunnybrook Research Institute (Toronto, Ontario)",Catalyst Grant: Musculoskeletal Health and Arthritis,201701CMA,MSK Health - Catalyst Grant IMHA,Glucose control in burned patients: a multi-centre phase III prospective RCT,"$99,958 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; METABOLISM AND NUTRITION; MUSCLE, BONE, OR JOINT; MOLECULAR BIOLOGY",2017-03-01,2018-02-28,"Glucose, burned patients, RCT",0,0,0.0
"Pickering, Bradley",University of Manitoba,Operating Grant: COVID-19 - Diagnostics,202002OV1,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Development of field-deployable and point-of-need diagnostics for SARS-CoV-2 using CRISPR-based technology,"$141,270 ",$0 ,2 yrs 0 mth ,Infection and Immunity,VIRAL; VIROLOGY; MOLECULAR BIOLOGY,2020-04-01,2022-03-31,"CRISPR, diagnostics, SARS-CoV-2",0,0,0.0
"Sloan, Matthew E",Centre for Addiction and Mental Health (Toronto),Op Gr: COVID-19 MH/SU - Developing Innovative Adaptations of Services/Delivery,202007MS2,COVID-19 Mental Health & Substance Use Service Needs and Delivery,Remote Treatment of Alcohol Withdrawal: A Pilot Study,"$93,076 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; HEALTH CARE DELIVERY; MENTAL HEALTH; HEALTH RESEARCH,2020-09-01,2021-08-31,"Remote, Alcohol, Withdrawal",0,0,0.0
"Howell, Doris M",University Health Network (Toronto),Catalyst Grant: Health Services and Economics Research in Cancer Control,201611HSE,Catalyst Grant: Health Services and Economics Research in Cancer Control,"A Web-Based Self-Management Support Program to Promote Adaptation to Cancer in the Acute Treatment Phase: Usability and Feasibility of the ""I-Can Manage Cancer"" Intervention","$100,000 ",$0 ,1 yr 0 mth ,Cancer Research,HEALTH SERVICES RESEARCH; HEALTH CARE DELIVERY; CANCER,2017-03-01,2018-02-28,"Web-Based, Self-Management, Cancer",0,0,0.0
"Dutz, Jan P",University of British Columbia,Catalyst Grant: Skin Diseases and Conditions,200802SAC,Catalyst Grant: Skin Diseases and Conditions,Manipulating regulatory T cells to control inflammatory skin disease,"$100,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,SKIN AND SUBCUTANEOUS TISSUS; MULTIPLE DISEASE RELEVANCE; IMMUNOLOGY-TRANSPLANTATION; BLOOD,2008-10-01,2009-09-30,"regulatory T cells, inflammatory skin disease",0,0,0.0
"Fudge, Douglas S",University of Guelph,Catalyst Grant: Skin Diseases and Conditions,200802SAC,Catalyst Grant: Skin Diseases and Conditions,The Biomechanics of Skin Blistering Diseases: A Cellular and Biophysical Approach.,"$90,322 ","$7,500 ",1 yr 0 mth ,Musculoskeletal Health and Arthritis,SKIN AND SUBCUTANEOUS TISSUS; BIOPHYSICS; GENETICS,2008-10-01,2009-09-30,"Biomechanics, Skin, Blistering",0,0,0.0
"Laing, Andrew C",University of Waterloo (Ontario),Catalyst Grant: Pilot Projects in Aging,201003IAP,Institute of Aging Pilot Projects,Novel compliant floors aimed at reducing fall-related injury risk - a biomechanical assessment of their influence on balance in older adults living in residential care settings,"$49,922 ",$0 ,1 yr 0 mth ,Aging,MUSCULO SKELETAL; AGING; HEALTH RESEARCH,2010-08-01,2011-07-31,"compliant floors, fall prevention, biomechanics",0,0,0.0
"Sanati Nezhad, Amir",University of Calgary,Operating Grant: COVID-19 - Diagnostics,202002OV1,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,"Rapid, Ultrasensitive Clinical Detection of 2019 Novel Coronavirus (nCOVID-19) by Novel Microfluidic Electrochemical Nano-Biosensors","$795,560 ",$0 ,2 yrs 0 mth ,Population and Public Health,VIRAL; INFECTIOUS AND PARASITIC; VIROLOGY; INTERNATIONAL HEALTH,2020-04-01,2022-03-31,"microfluidic, electrochemical, biosensors",2,Critical Care Dx Ltd.; Sensesi Technology Inc.,2.0
"Leri, Francesco",University of Guelph,"Catalyst Grant: Environments, Genes and Chronic Disease",201304CEN,"Catalyst Grant: Environments, Genes and Chronic Disease",Food addiction: studies of bio-behavioural links between nutrition and obesity,"$99,996 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",OBESITY; MENTAL AND BEHAVIOURAL DISEASES; NERVOUS SYSTEM; METABOLISM/DIABETES,2013-10-01,2014-09-30,"food, addiction, obesity",0,0,0.0
"Veillette, Andre",Institut de recherches cliniques de Montreal,China-Canada Joint Health Research Initiative,201303CCI,China-Canada Joint Health Research Initiative - Grants Program,Harnessing the SLAM-SAP pathways to improve immune surveillance against cancer,"$225,000 ",$0 ,3 yrs 0 mth ,Infection and Immunity,BLOOD; LEUKAEMIAS; IMMUNOLOGY-TRANSPLANTATION; CANCER,2014-01-01,2016-12-31,"SLAM, SAP, immune surveillance",2,"Adaerata, Limited Partnership",1.0
"Miller, Jordan","Queen's University (Kingston, Ontario)",Op. Gr: Ev. of Interv. to Address Opioid Crisis- Non-pharm. interv. in pain mngt,201809EO1,Operating Grant :Evaluation of Interventions to Address the Opioid Crisis,Evaluating the outcomes and experiences of chronic pain self-management support with an opioid de-prescribing intervention: a mixed methods study,"$100,000 ",$0 ,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; HEALTH SERVICES RESEARCH; MUSCLE, BONE, OR JOINT",2019-03-01,2020-02-29,"chronic pain, self-management, opioid de-prescribing",0,0,0.0
"Power, Christopher",University of Alberta,Operating Grant: Innovative Biomedical and Clinical HIV/AIDS Research,201606IBC,Innovative Biomedical and Clinical HIV/AIDS Research,Therapeutic effects of intranasal insulin on HIV-associated neurocognitive disorder,"$234,375 ",$0 ,1 yr 6 mths ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; AIDS; NERVOUS SYSTEM; VIROLOGY,2016-11-01,2018-04-30,"intranasal insulin, HIV, neurocognitive disorder",0,0,0.0
"Ducharme, Francine M","Centre hospitalier universitaire Sainte-Justine (Montreal, Quebec)",Pfizer Operating Grant in Disease Prevention and Management,201011XDM,Pfizer Operating Grant in Disease Prevention and Management,Exploring barriers to optimal asthma management by physicians,"$99,997 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,ASTHMA; HEALTH CARE DELIVERY; HEALTH SERVICES RESEARCH; HEALTH RESEARCH,2011-04-01,2012-03-31,"asthma, management, physicians",0,0,0.0
"Bureau, Alexandre",Universite Laval,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - predictive analytic models,Predicting neurodevelopmental disorders from childhood trajectories of endophenotypes and genetic determinants in children born to an affected parent,"$199,405 ",$0 ,2 yrs 0 mth ,Genetics,MENTAL AND BEHAVIOURAL DISEASES; BIOSTATISTICS; MENTAL HEALTH; GENETICS,2017-09-01,2019-08-31,"neurodevelopmental, endophenotypes, genetics",0,0,0.0
"Caldwell, Curtis B","Sunnybrook Research Institute (Toronto, Ontario)",Catalyst Grant: Secondary Analysis of Neuroimaging Databases,201210CSE,Catalyst Grant: Secondary Analysis of Neuroimaging Databases,Automated dementia diagnosis based on texture analysis of neurologic images,"$99,998 ",$0 ,2 yrs 0 mth ,Aging,ALZHEIMER'S DISEASE; AGING; IMAGING,2012-12-01,2014-11-30,"dementia, texture analysis, neurologic images",0,0,0.0
"Linkins, Lori-Ann",McMaster University,Op. Grant: Emerging COVID-19 Research Gaps & Priorities - Confidence in science,202104GA3,Operating Grant: Emerging COVID-19 Research Gaps & Priorities - Confidence in science,"SAME PAGE: Bridging the gaps between high-quality clinical research evidence for COVID-19 and clinicians, guideline developers, and policy makers","$181,125 ",$0 ,1 yr 0 mth ,Infection and Immunity,VIRAL; HEALTH RESEARCH,2021-06-01,2022-05-31,"COVID-19, clinical research, guidelines",0,0,0.0
"Mitra, Souvik",IWK Health Centre (Halifax),"Operating Grant: ECI grants in Maternal, Reproductive, Child & Youth Health",202102MRC,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Selective Early Medical Treatment of the Patent Ductus Arteriosus in Extremely Low Gestational Age Infants: A Pilot Randomized Controlled Trial (the SMART PDA Trial),"$104,500 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",PERINATAL; CARDIOLOGY; CARDIOVASCULAR; HEALTH RESEARCH,2021-04-01,2024-03-31,"Patent Ductus Arteriosus, Neonates, Randomized Trial",0,0,0.0
"Chandran, Vinod",University Health Network (Toronto),Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,202104GA2,Operating Grant: Emerging COVID-19 Research Gaps and Priorities - Vaccines,Immune response after COVID-19 vaccination during maintenance therapy in immune-mediated inflammatory diseases: an observational cohort study (IMPACT),$0 ,$0 ,1 yr 0 mth ,Infection and Immunity,VIRAL; MULTIPLE DISEASE RELEVANCE; IMMUNOLOGY-TRANSPLANTATION; HEALTH RESEARCH,2021-06-01,2022-05-31,"COVID-19, vaccination, immune response",0,0,0.0
"McDonald, Sarah D",McMaster University,Knowledge Synthesis Grant,201204KRS,Knowledge Synthesis Grant,Synthesizing the evidence on psychological determinants of pregnancy weight gain: A prerequisite to developing effective interventions,"$100,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",PSYCHOSOCIAL AND HEALTH BEHAVIOURS; PREGNANCY/BIRTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.; REPRODUCTION/PREGNANCY,2012-10-01,2013-09-30,"psychological, pregnancy, weight gain",0,0,0.0
"Moses, Alan M",University of Toronto,Catalyst Grant: Bioinformatics Approaches to Cancer Research,200903BIO,Catalyst Grant:  Bioinformatics Approaches to Cancer Research,Functional variation in ultra-high-throughput sequence data,"$79,650 ",$0 ,1 yr 0 mth ,Cancer Research,"MULTIPLE DISEASE RELEVANCE; MULTIDISCIPLINARY; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; CANCER",2009-11-01,2010-10-31,"sequence, variation, data",2,Abbott Diabetes Care Inc.,1.0
"Galea, Liisa A",University of British Columbia,Catalyst Grant: Analysis of CLSA Data,201909ACD,Catalyst Grant: Analysis of CLSA Data,Healthy Aging: The effects of Parenthood and APOE Genotype on Cognitive Decline,"$63,000 ",$0 ,1 yr 0 mth ,Aging,AGING; ALZHEIMER'S DISEASE; HEALTH RESEARCH,2020-03-01,2021-02-28,"Healthy Aging, APOE Genotype, Cognitive Decline",0,0,0.0
"Sprague, Ann",Ottawa Hospital Research Institute,Operating Grant: Health Systems Research on H1N1,201001H1N,Operating Grant: Health Systems Research on H1N1,The Implications of H1N1 on Pregnant Women & Newborns,"$92,132 ","$1,900 ",1 yr 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; EPIDEMIOLOGY; REPRODUCTION/PREGNANCY; HEALTH SERVICES RESEARCH,2010-03-01,2011-02-28,"H1N1,pregnant women,newborns",0,0,0.0
"Tan, Darrell H",Unity Health Toronto,Operating Grant - HIV/AIDS CBR Program - General,201311CBR,HIV/AIDS Community-Based Research (merged),Evaluating the vital roles of community-based organizations in HIV pre-exposure prophylaxis (PrEP) within Canada's first PrEP demonstration project,"$287,298 ",$0 ,2 yrs 0 mth ,Infection and Immunity,AIDS; HEALTH SERVICES RESEARCH; VIROLOGY,2014-04-01,2016-03-31,"HIV, PrEP, community-based",0,0,0.0
"Parker, Melissa J",McMaster University,Catalyst Grant: Ethics,201403EPP,Catalyst Grant : Ethics (2016-2017),Exception to consent in pediatric resuscitation research: Exploring the experiences of substitute decision makers,"$100,000 ",$0 ,2 yrs 0 mth ,"Human Development, Child and Youth Health",RESEARCH ETHICS; ILL-DEFINED CONDITIONS; BIOETHICS; HEALTH RESEARCH,2014-10-01,2016-09-30,"pediatric resuscitation, consent, decision makers",0,0,0.0
"Sproule, Beth A",Centre for Addiction and Mental Health (Toronto),Op Gr: COVID-19 MH & Substance Use - Understanding Rapid System Transformations,202007MS1,COVID-19 Mental Health & Substance Use Service Needs and Delivery,Best practices for pharmacists in medication management for opioid use disorder -  expanding access and optimizing integration of care during COVID-19 pandemic and going forward,"$167,795 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; HEALTH CARE DELIVERY; MENTAL HEALTH; DRUG RESEARCH,2020-09-01,2021-08-31,"medication management, opioid use disorder, care integration",0,0,0.0
"Zhang, Xia",University of Ottawa,China-Canada Joint Health Research Initiative,201103CCI,China-Canada Joint Health Research Initiative - Grants Program,Synaptic LTP and fear memory,"$225,000 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2012-01-01,2014-12-31,"Synaptic, LTP, memory",0,0,0.0
"Song, Weihong",University of British Columbia,"Catalyst Grant: Environments, Genes and Chronic Disease",201304CEN,"Catalyst Grant: Environments, Genes and Chronic Disease",Epigenetic effect of traumatic brain injury contributes to Alzheimer's Disease,"$100,000 ",$0 ,1 yr 0 mth ,Genetics,ALZHEIMER'S DISEASE; AGING; GENETICS,2013-10-01,2014-09-30,"Epigenetic, traumatic brain injury, Alzheimer's Disease",0,0,0.0
"Hartling, Lisa A",University of Alberta,Knowledge Synthesis Grant,201210KRS,Knowledge Synthesis Grant,How Safe are Children's Pain Medications? A Systematic Review of the Safety Profile of Commonly Used Medications for Acute Pain,"$99,990 ",$0 ,1 yr 0 mth ,Health Services and Policy Research,HEALTH SERVICES RESEARCH; HEALTH RESEARCH,2013-03-01,2014-02-28,"Pain, Medications, Safety",0,0,0.0
"Wang, Lu-Yang",Hospital for Sick Children (Toronto),China-Canada Joint Health Research Initiative,200903CCI,China-Canada Joint Health Research Initiative - Grants Program,Multifaceted Roles of Calcium Sensing Receptors (CaSRs) in Regulating Synaptic Function and Morphology in the Developing Brain,"$150,000 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",DEAFNESS; EPILEPSY; NERVOUS SYSTEM; HEARING,2010-01-01,2012-12-31,"Calcium Sensing Receptors, Synaptic Function, Brain",0,0,0.0
"Hodgins, David C",University of Calgary,Catalyst Grant: Health Impacts of Gambling and Gaming,202310GAM,Health Impacts of Gambling and Gaming,Ctrl-alt-play: Development and Feasibility Proof-of-Concept for an Internet and mobile-based intervention (IMI) for Gaming Disorder,"$100,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MENTAL AND BEHAVIOURAL DISEASES; PSYCHOSOCIAL AND HEALTH BEHAVIOURS; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2024-03-01,2025-02-28,"Internet, mobile, Gaming Disorder",0,0,0.0
"Av-Gay, Yossef",University of British Columbia,China-Canada Joint Health Research Initiative,200903CCI,China-Canada Joint Health Research Initiative - Grants Program,High-throughput screening and identification of anti-TB  compounds from a unique natural product library,"$150,000 ",$0 ,3 yrs 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; BACTERIOLOGY; DRUG RESEARCH,2010-01-01,2012-12-31,"high-throughput, screening, compounds",11,"Advanced Inhalation Therapies (Ait) Ltd.; Beyond Air Ltd; Ait Therapeutics, Inc.; Enox Biopharma, Inc; Topical Therapeutic Agent (TTA) Ltd.; Enox (Israel) Ltd.",6.0
"Corsi, Daniel J",Children's Hospital of Eastern Ontario Research Institute Inc,"Op. Gr.: Cannabis Res. in Longitudinal studies - Human Dev., Child/youth Health",202201RL1,Operating Grant : Cannabis Research in Longitudinal studies,Cannabis use in pregnancy and associations with child developmental outcomes: an extension to the Ottawa and Kingston (OaK) Birth Cohort,"$289,249 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",PREGNANCY/BIRTH; DETERMINANTS OF HEALTH; REPRODUCTION/PREGNANCY; MENTAL HEALTH,2022-07-01,2025-06-30,"Cannabis, pregnancy, developmental outcomes",0,0,0.0
"Orr, Serena L",University of Calgary,Operating Grant: ECI grants in MRC&Y Health - NMHA,202102MY8,"Operating Grant: New Investigator Grants in Maternal, Reproductive, Child & Youth Health",Changing the face of pediatric migraine: A phase 2a randomized controlled trial of a novel neuromodulation device for refractory acute migraine in children and adolescents,"$105,000 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",CNS ORGANIC; NERVOUS SYSTEM; HEALTH RESEARCH,2021-04-01,2024-03-31,"neuromodulation, migraine, pediatric",0,0,0.0
"Brunet, Alain F",CIUSSS de l'Ouest-de-l'Ile-de-Montreal-Douglas Hospital,Catalyst Grant: PTSI among PSP workers,201809PPS,Post-Traumatic Stress Injuries among Public Safety Personnel,Standard vs. enhanced Reconsolidation therapy for public safety personnel: A Pilot Study,"$147,516 ",$0 ,1 yr 0 mth ,Health Services and Policy Research,MENTAL AND BEHAVIOURAL DISEASES; NONE OF THE ABOVE; MENTAL HEALTH; HEALTH SERVICES RESEARCH,2019-03-01,2020-02-29,"Reconsolidation, therapy, safety",0,0,0.0
"Serghides, Lena",University Health Network (Toronto),Catalyst Grant: Sex as a Variable in Biomedical Research,201711SVB,Catalyst Grant: Sex as a Variable in Biomedical or Translational Research,Does fetal sex influence in utero HIV antiretroviral toxicity?,"$150,000 ",$0 ,2 yrs 0 mth ,"Human Development, Child and Youth Health",AIDS; PERINATAL; REPRODUCTION/PREGNANCY; DRUG RESEARCH,2018-04-01,2020-03-31,"fetal sex, HIV, antiretroviral",0,0,0.0
