Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,outcome_data,last_updated,title_keywords
"Lin, Kuo-Shyan",University of British Columbia,British Columbia,Project Grant,202203PJT,Cancer Biology & Therapeutics 2,Next-generation GRPR-targeting radiopharmaceuticals with improved in vivo stability and minimized pancreas uptake,"$523,260",$0,,,3 yrs 0 mth ,Cancer Research,"Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",2022-10-01,2025-09-30,4,,,"GRPR, radiopharmaceuticals, stability"
"Lin, Kuo-Shyan",University of British Columbia,British Columbia,Project Grant,202109PJT,Cancer Biology & Therapeutics 2,PSMA/CAIX-targeting radioligands to improve the management of clear cell renal cell carcinoma,"$730,575",$0,,,5 yrs 0 mth ,Cancer Research,"Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",2022-04-01,2027-03-31,0,,,"PSMA, CAIX, radioligands"
"Lin, Sheng-Xiang",Universite Laval,Quebec,Operating Grant,200903MOP,Cancer Progression & Therapeutics,"Sulfatase and aromatase pathways for estradiol synthesis in human breast cancer cells, tissues and animal models: identifying a combinatory therapy","$773,023",$0,,,5 yrs 0 mth ,Cancer Research,BREAST CANCER THERAPY; CANCER,2009-10-01,2014-09-30,1,,,"Sulfatase, aromatase, estradiol"
"Lipsman, Nir","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant - PA: Cancer Research - Breast Cancer,202010PWW,Cancer Biology & Therapeutics 2,A trial to evaluate the safety and feasibility of blood-brain brain opening using MRI-guided focused ultrasound in the treatment of Her2-positive breast cancer brain metastases,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2021-03-01,2022-02-28,1,,,"MRI, focused ultrasound, brain metastases"
"Little, Dustin J",Toronto Metropolitan University,Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,"A low-cost, portable, and decentralized microfluidic device for detecting SARS-CoV-2 neutralizing antibodies",$0,$0,"$235,800",Public Health Agency of Canada,1 yr 0 mth ,Infection and Immunity,VIRAL; MULTIDISCIPLINARY; BIOCHEMISTRY; VIROLOGY,2020-09-01,2021-08-31,0,,,"microfluidic, SARS-CoV-2, antibodies"
"Litvinov, Ivan V",Research Institute of the McGill University Health Centre,Quebec,Project Grant,201909PJT,Cancer Biology & Therapeutics 2,"Ectopic reactivation of normally silenced germ cell programs contributes to genomic instability, carcinogenesis and cancer progression in Cutaneous T-Cell Lymphomas (CTCL).","$573,750",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis; Cancer-Cancer Drug Development and Therapeutics; Cancer-Cancer Progression and Metastasis,2020-04-01,2025-03-31,0,,,"ectopic reactivation, germ cell, lymphomas"
"Liu, Fei-Fei",University Health Network (Toronto),Ontario,Operating Grant,201209MOP,Cancer Progression & Therapeutics 2,Discovery and Characterization of UROD Inhibitors for Cancer Therapy,"$457,488",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CANCER,2013-04-01,2016-03-31,0,,,"UROD, Inhibitors, Cancer"
"Liu, Fei-Fei",University Health Network (Toronto),Ontario,Operating Grant - PA: Cancer Research (bridge funding),201009IC1,Cancer Progression & Therapeutics 2,MicroRNA and mRNA Expression Profiling to Predict Outcome and Characterize the Cervix Cancer Microenvironment,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,CANCER,2011-03-01,2012-02-29,0,,,"MicroRNA, mRNA, Cervix Cancer"
"Liu, Fei-Fei",University Health Network (Toronto),Ontario,Operating Grant,200909MOP,Cancer Biology & Therapeutics,Small Molecule Inhibitors Against a Novel Radio- and Chemo-sensitizing Target for Human Cancers,"$422,554",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; NEOPLASMS; CANCER,2010-04-01,2013-03-31,3,,,"Small molecule, Inhibitors, Cancers"
"Liu, Geoffrey",University Health Network (Toronto),Ontario,Project Grant,202003PJT,Cancer Progression & Therapeutics,Organoids to guide Post-resistance Therapy In driver MutAted Lung cancers (OPTIMAL),"$1,147,500",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2020-10-01,2025-09-30,0,,,"Organoids, Lung cancers, Mutated"
"Liu, Geoffrey",University Health Network (Toronto),Ontario,Operating Grant,201203MOP,Cancer Progression & Therapeutics 2,"The Pharmacogenetics of Bevacizumab: A Companion Correlative Study of the Ovarian Cancer Clinical Trial, ICON7","$390,342",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL,2012-10-01,2015-09-30,0,,,"Pharmacogenetics, Bevacizumab, Ovarian Cancer"
"Liu, Jun",University of Toronto,Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Vaccines,202005VR1,COVID-19 Rapid Research - Vaccines,Development of safe and effective vaccines against COVID-19,"$416,483",$0,,,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,2020-06-01,2021-05-31,2,,,"vaccines, COVID-19"
"Liu, Stanley K","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201809PJT,Cancer Progression & Therapeutics 2,Non-invasive multi-omics urinary biomarkers to guide prostate cancer management,"$459,000",$0,,,3 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2019-04-01,2022-03-31,0,,,"multi-omics, urinary biomarkers, prostate cancer"
"Liu, Stanley K","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,202303PJT,Cancer Progression & Therapeutics,Primary prostate cancer cells as novel models for patient therapy prediction,"$883,576",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2023-10-01,2028-09-30,0,,,"prostate cancer, patient models, therapy prediction"
"Liu, Xinyu",University of Toronto,Ontario,Project Grant,201803PJT,Biomedical Engineering,A Paper-based Microfluidic Platform for Automated Point-of-Care Diagnosis of Laryngopharyngeal Reflux,"$593,640",$0,,,4 yrs 0 mth ,Population and Public Health,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation",2018-10-01,2022-09-30,1,,,"Microfluidic, Point-of-Care, Diagnosis"
"Lockwood, William W",University of British Columbia,British Columbia,Operating Grant,201503MOP,Cancer Progression & Therapeutics,Longitudinal assessment of immune-tumor interactions during lung cancer progression,"$704,111",$0,,,5 yrs 0 mth ,Cancer Research,LUNG CANCER; LUNG CANCER THERAPY; CANCER,2015-07-01,2020-06-30,0,,,"immune, tumor, lung"
"Lockwood, William W",University of British Columbia,British Columbia,Project Grant - Priority Announcement: Cancer Research,202209PJS,Cancer Biology & Therapeutics,SNF2 Histone Linker PHD RING Helicase as a novel tumor suppressor gene and risk factor in lung adenocarcinoma development,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics; Cancer-Cancer Progression and Metastasis; Cancer-Mechanisms of Carcinogenesis,2023-03-01,2024-02-29,0,,,"SNF2, histone, adenocarcinoma"
"Lockwood, William W",University of British Columbia,British Columbia,Project Grant,201909PJT,Cancer Biology & Therapeutics 2,The effects of smoking marijuana on lung cancer development: implications for screening and early detection.,"$688,500",$0,,,3 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Mechanisms of Carcinogenesis,2020-04-01,2023-03-31,0,,,"marijuana, lung cancer, screening"
"Lockwood, William W",University of British Columbia,British Columbia,Project Grant,202104PJT,Cancer Biology & Therapeutics 2,Understanding the effects of ERK hyperactivation in cancer: implications for therapy,"$956,250",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2021-10-01,2026-09-30,0,,,"ERK, hyperactivation, cancer"
"Logan, Alexander G",Sinai Health System (Toronto),Ontario,Catalyst Grant: Personalized Health Catalyst Grants,201706PCG,Personalized Health - novel e-health applications,Security and authentication for large scale deployment of disease-specific applications for patients with serious and complex renal disease.,"$200,000",$0,,,2 yrs 0 mth ,Health Services and Policy Research,"HEALTH CARE DELIVERY; MULTIPLE DISEASE RELEVANCE; HEALTH SERVICES RESEARCH; RENAL FUNCTION, NEPHROLOGY, UROLOGY",2017-09-01,2019-08-31,0,,,"security, authentication, renal disease"
"Lok, Benjamin",University Health Network (Toronto),Ontario,Project Grant,201909PJT,Cancer Progression & Therapeutics,The SCF(FBXO11) - XAB2 axis mediates DNA repair and therapeutic resistance in small cell lung cancer,"$984,555",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics; Molecular, Cellular and Systems Biology-Molecular Biology",2020-04-01,2025-03-31,0,,,"SCF, DNA repair, lung cancer"
"Lorimer, Ian Anthony J",Ottawa Hospital Research Institute,Ontario,Project Grant,202109PJT,Cancer Progression & Therapeutics,A therapeutic strategy for PTEN tumour suppressor restoration in glioblastoma,"$738,225",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2022-04-01,2027-03-31,0,,,"PTEN, glioblastoma, tumor suppressor"
"Lorimer, Ian Anthony J",Ottawa Hospital Research Institute,Ontario,Operating Grant,201009MOP,Cancer Progression & Therapeutics,Evaluation of protein kinase C iota as a target for glioblastoma therapy,"$326,658",$0,,,3 yrs 0 mth ,Cancer Research,BRAIN TUMORS THERAPY; CANCER THERAPY GENERAL; CANCER; CELL BIOLOGY,2014-07-01,2018-06-30,0,,,"protein kinase C, glioblastoma, target"
"Lorimer, Ian Anthony J",Ottawa Hospital Research Institute,Ontario,Operating Grant,201403MOP,Cancer Progression & Therapeutics,Evaluation of protein kinase C iota as a target for glioblastoma therapy,"$567,572",$0,,,4 yrs 0 mth ,Cancer Research,BRAIN TUMORS THERAPY; CANCER THERAPY GENERAL; CANCER; CELL BIOLOGY,2014-07-01,2018-06-30,0,,,"protein kinase C, glioblastoma, target"
"Lu, Qing-Bin",University of Waterloo (Ontario),Ontario,Project Grant,201903PJT,Medical Physics & Imaging,"Development of Novel Non-Platinum-Based Antitumor Agents for Natural Targeted Chemotherapy and Radiotherapy of Cervical, Lung and Ovarian Cancers","$910,350",$0,,,5 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Cancer-Cancer Drug Development and Therapeutics",2019-10-01,2024-09-30,0,,,"Non-Platinum, Antitumor, Chemotherapy"
"Lu, Qing-Bin",University of Waterloo (Ontario),Ontario,Operating Grant,200909MOP,Medical Physics & Imaging,Molecular-Mechanism-Based Target Identification and Drug Discovery for Radiotherapy of Cancer,"$662,867",$0,,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; BIOPHYSICS; CANCER,2010-04-01,2015-03-31,3,,,"molecular, target, radiotherapy"
"Luke, Patrick",London Health Sciences Centre Res. Inc. (Ont.),Ontario,Project Grant,201809PJT,Biomedical Engineering,Therapeutic potential of bloodless oxygenated perfusion of donor kidneys for prolonged storage and protection for transplantation,"$520,200",$0,,,4 yrs 0 mth ,Genetics,"Methods Development and Modelling-Quantitative Methods Development for Health Research; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Health Services and Systems-Management of Chronic Diseases and Conditions",2019-04-01,2023-03-31,0,,,"bloodless, oxygenated perfusion, kidneys"
"Lukong, Kiven E",University of Saskatchewan,Saskatchewan,Operating Grant - Priority Announcement: Breast Cancer,201003COP,Cancer Progression & Therapeutics,The cellular implications of breast tumor kinase induction in mammary tumorigenesis.,"$270,471",$0,,,3 yrs 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER; MOLECULAR BIOLOGY,2010-10-01,2013-09-30,0,,,"breast tumor kinase, mammary tumorigenesis, cellular implications"
"Lum, Julian J",University of Victoria (British Columbia),British Columbia,Project Grant,202309PJT,Cancer Biology & Therapeutics,Metabolic Insights into Immune Suppression in Ovarian Cancer,"$1,101,600",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Cancer-Cancer Progression and Metastasis; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",2024-04-01,2029-03-31,0,,,"Metabolic, Immune Suppression, Ovarian Cancer"
"Lum, Julian J",University of Victoria (British Columbia),British Columbia,Project Grant,201809PJT,Cancer Biology & Therapeutics,Rewiring the Metabolic Ecosystem to Improve Cellular Immunotherapy,"$1,082,475",$0,,,5 yrs 0 mth ,Cancer Research,"Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Cancer-Cancer Drug Development and Therapeutics",2019-04-01,2024-03-31,1,,,"metabolic, ecosystem, immunotherapy"
"Luo, Ma",University of Manitoba,Manitoba,Vaccines of the 21st Century,200903CVC,Catalyst Grant: Vaccines of the 21st Century,ATTACKING HIV PROTEASE CLEAVAGE SITES WITH IMMUNIZATION - Explore the rapid mutation rate of HIV-1,"$100,000",$0,,,1 yr 0 mth ,Infection and Immunity,AIDS; VIRAL; VIROLOGY; GENETICS,2009-10-01,2010-09-30,1,,,"HIV, Protease, Immunization"
"Ma, Hongshen",University of British Columbia,British Columbia,Project Grant,202203PJT,Biomedical Engineering 2,Behaviour-based cell separation to interrogate host cell heterogeneity in CAR-T cell therapies,"$864,450",$0,,,5 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Biomedical Engineering-Biomedical Imaging",2022-10-01,2027-09-30,0,,,"cell separation, CAR-T, heterogeneity"
"Ma, Hongshen",University of British Columbia,British Columbia,Operating Grant,201109MOP,Biomedical Engineering,Microfluidic Device to Measure the Deformability of Stored Red Blood Cells,"$318,353",$0,,,3 yrs 0 mth ,Circulatory and Respiratory Health,BLOOD; BIOPHYSICS,2012-04-01,2015-03-31,1,,,"microfluidic, deformability, red blood cells"
"Ma, Hongshen",University of British Columbia,British Columbia,Operating Grant - Priority Announcement: Blood Utilization and Conservation,201403BUC,Biomedical Engineering,Microfluidic Devices to Measure the Deformability of Stored Red Blood Cells,$0,$0,"$398,301",Canadian Blood Services (Ottawa),3 yrs 0 mth ,Circulatory and Respiratory Health,BLOOD; BIOPHYSICS,2012-04-01,2015-03-31,1,,,"microfluidic, deformability, red blood cells"
"Ma, Hongshen",University of British Columbia,British Columbia,Operating Grant,201309MOP,Biomedical Engineering,Microfluidic Separation of Circulating Tumor Cells,"$632,779",$0,,,4 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; BLOOD; CANCER; BIOPHYSICS,2014-04-01,2018-03-31,0,,,"microfluidic, circulating tumor cells"
"MacIntosh, Bradley J","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201903PJT,Medical Physics & Imaging,Identifying vascular targets to treat cerebral small vessel disease,"$665,550",$0,,,5 yrs 0 mth ,Aging,"Cardiovascular, Respiratory and Circulatory Systems-Cerebrovascular Sciences (including stroke); Neurosciences-Neurodegeneration",2019-10-01,2024-09-30,0,,,"vascular, targets, vessel disease"
"Macaulay, Calum E",University of British Columbia,British Columbia,Operating Grant - PA: Institute of Cancer Research (bridge funding),200909IC3,Biomedical Engineering,A 3D cell-based computer model for a system biology approach to the study of intra epithelial neoplastic processes.,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,NEOPLASMS; BIOSTATISTICS; CANCER; BIOPHYSICS,2010-03-01,2011-02-28,2,,,"3D cell model, system biology, intra epithelial neoplastic"
"Macaulay, Calum E",University of British Columbia,British Columbia,Project Grant,202104PJT,Medical Physics & Imaging,Devices for Image-Guided Biopsy of Peripheral Lung Nodules,"$386,326",$0,,,3 yrs 0 mth ,Cancer Research,"Cancer-Clinical Oncology; Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation",2021-10-01,2024-09-30,1,,,"Image-Guided, Biopsy, Lung"
"Macaulay, Calum E",University of British Columbia,British Columbia,Operating Grant,201503MOP,Medical Physics & Imaging,Multi-Scale Tissue System's Biology approach to Identify Lethal Prostate Cancer,"$511,228",$0,,,4 yrs 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; NEOPLASMS; IMAGING; CANCER,2015-07-01,2019-06-30,1,,,"Tissue, Prostate, Cancer"
"Macaulay, Calum E",University of British Columbia,British Columbia,Operating Grant - PA: Cancer Research (bridge funding),200809IC1,Biomedical Engineering,Static and Dynamic 3D Computer Model of Pre-Invasive Neoplastic Epithelial Tissues,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,NEOPLASMS; BIOSTATISTICS; CANCER; BIOPHYSICS,2009-01-01,2009-12-31,2,,,"3D modeling, Neoplastic tissues, Epithelial"
"Macgowan, Christopher K",Hospital for Sick Children (Toronto),Ontario,Project Grant,202303PJT,Medical Physics & Imaging,Advanced Fetal MRI Methods to Evaluate Prenatal Organ Development and Predict Postnatal Outcome in Congenital Heart Disease,"$1,048,050",$0,,,5 yrs 0 mth ,Circulatory and Respiratory Health,"Biomedical Engineering-Biomedical Imaging; Cardiovascular, Respiratory and Circulatory Systems-Clinical and Translational Cardiovascular Sciences",2023-10-01,2028-09-30,0,,,"Fetal MRI, Prenatal Organ Development, Congenital Heart Disease"
"Macgowan, Christopher K",Hospital for Sick Children (Toronto),Ontario,Project Grant,201909PJT,Medical Physics & Imaging,Hemodynamics of Pediatric Congenital Heart Disease Using Accelerated and Motion-Compensated MRI,"$722,925",$0,,,5 yrs 0 mth ,Circulatory and Respiratory Health,"Biomedical Engineering-Biomedical Imaging; Cardiovascular, Respiratory and Circulatory Systems-Clinical and Translational Cardiovascular Sciences",2020-04-01,2025-03-31,0,,,"Hemodynamics, MRI, Congenital Heart Disease"
"Macgowan, Christopher K",Hospital for Sick Children (Toronto),Ontario,Operating Grant,200903MOP,Medical Physics & Imaging,MRI Assessment of Pulmonary Vascular Remodelling and Vasoconstriction in Pulmonary Hypertension,"$233,833",$0,,,3 yrs 0 mth ,Circulatory and Respiratory Health,MULTIDISCIPLINARY; MULTIPLE DISEASE RELEVANCE; IMAGING; CARDIOVASCULAR,2009-10-01,2012-09-30,0,,,"MRI, Pulmonary Vascular, Hypertension"
"Mader, Sylvie N",Universite de Montreal,Quebec,Operating Grant - PA: Cancer Research (bridge funding),201203IC1,Cancer Progression & Therapeutics,Antiestrogen-HDACi hybrid molecules for breast cancer treatment.,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,BREAST CANCER THERAPY; BREAST CANCER; CANCER; DRUG RESEARCH,2012-10-01,2013-09-30,1,,,"Antiestrogen, HDACi, breast cancer"
"Mahoney, Douglas J",University of Calgary,Alberta,Project Grant,201903PJT,Cancer Biology & Therapeutics,Mechanisms underlying oncolytic rhabdovirus-mediated anticancer immunity,"$822,376",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Immunology and Infection-Virology",2019-10-01,2024-09-30,0,,,"oncolytic, rhabdovirus, anticancer"
"Mahshid, Sara",McGill University,Quebec,Project Grant,202403PJT,Biomedical Engineering 2,Molecular profiling of single extracellular vesicles reveals therapeutic effects of temozolomide in GBM patients,"$677,026",$0,,,5 yrs 0 mth ,Cancer Research,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation",2024-10-01,2029-09-30,0,,,"molecular profiling, extracellular vesicles, temozolomide"
"Mahshid, Sara",McGill University,Quebec,Project Grant - PA: Antimicrobial Resistance (Bridge Grant),202209ARB,Biomedical Engineering 2,Phenotypic Profiling of Antibiotic Susceptibility via a Multiplexed Colorimetric Fluidic Assay,"$100,000",$0,,,1 yr 0 mth ,Infection and Immunity,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Immunology and Infection-Antimicrobial Drug Resistance, Drug Discovery and Therapeutics (including vaccines)",2023-03-01,2024-02-29,1,,,"Phenotypic profiling, Antibiotic susceptibility, Colorimetric assay"
"Mai, Sabine",University of Manitoba,Manitoba,Operating Grant,200809MOP,Cancer Biology & Therapeutics,Mechanisms and consequences of three-dimensional (3D) nuclear remodeling of telomeres in cancer,"$388,829",$0,,,3 yrs 0 mth ,Cancer Research,LEUKAEMIAS; NEOPLASMS; CANCER; GENETICS,2009-04-01,2012-03-31,6,,,"nuclear remodeling, telomeres, cancer"
"Mak, Tak W",University Health Network (Toronto),Ontario,Project Grant,202403PJT,Cancer Progression & Therapeutics,Identification of tumour-reactive gamma delta T cell receptors to treat hematological malignancies.,"$1,147,500",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology",2024-10-01,2029-09-30,0,,,"gamma delta T, tumor-reactive, receptors"
"Mak, Tak W",University Health Network (Toronto),Ontario,Project Grant,202209PJT,Cancer Biology & Therapeutics,The roles of cholinergic T cells in immunosurveillance and immunotherapy of liver cancer.,"$1,032,750",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis,2023-04-01,2028-03-31,1,,,"cholinergic, T cells, liver cancer"
"Mak, Tak W",University Health Network (Toronto),Ontario,Operating Grant,201003MOP,Cancer Biology & Therapeutics,The roles of p53 and p73 in DNA repair and oncogenesis.,"$851,814",$0,,,5 yrs 0 mth ,Cancer Research,NEOPLASMS; CANCER; GENETICS,2010-10-01,2015-06-30,0,,,"p53, p73, DNA repair"
"Malkin, David D",Hospital for Sick Children (Toronto),Ontario,Operating Grant,200903MOP,Cancer Biology & Therapeutics,DNA Copy Number Variation in Li-Fraumeni Syndrome,"$769,785",$0,,,4 yrs 0 mth ,Cancer Research,NEOPLASMS; CANCER; GENETICS,2013-10-01,2015-06-30,0,,,"DNA, Copy Number, Variation"
"Malkin, David D",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201303MOP,Cancer Progression & Therapeutics,DNA Copy Number Variation in Li-Fraumeni Syndrome,"$1,075,723",$0,,,5 yrs 0 mth ,Cancer Research,NEOPLASMS; CANCER; GENETICS,2013-10-01,2015-06-30,0,,,"DNA, Copy Number, Variation"
"Malkin, David D",Hospital for Sick Children (Toronto),Ontario,Project Grant,202303PJT,Cancer Progression & Therapeutics,Developing diagnostics of patient-specific cancer risk and early-stage tumorigenesis,"$906,526",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Pediatric Cancer,2023-10-01,2028-09-30,0,,,"diagnostics, cancer, tumorigenesis"
"Malkin, David D",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201003MOP,Cancer Progression & Therapeutics,Molecular Determinants of Li-Fraumeni Syndrome Associated Cancers,"$748,696",$0,,,5 yrs 0 mth ,Cancer Research,NEOPLASMS; CANCER; GENETICS,2010-10-01,2015-06-30,0,,,"Li-Fraumeni, Cancers, Molecular"
"Malkin, David D",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201103MOP,Cancer Progression & Therapeutics,Targeting the Integrin-Linked Kinase Pathway in Rhabdomyosarcoma,"$295,309",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; NEOPLASMS; CANCER; MOLECULAR BIOLOGY,2011-10-01,2014-09-30,0,,,"Integrin, Kinase, Rhabdomyosarcoma"
"Mallette, Frederick A",CIUSSS Est-de-l'Ile-de- Montreal-Maisonneuve Rosemont,Quebec,Project Grant - PA: Breast Cancer Research,202309PLL,Cancer Biology & Therapeutics 2,Exploiting translational reprogramming in neoplasia to devise unique strategies to eliminate cancer and cancer-promoting senescent cells,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,"Molecular, Cellular and Systems Biology-Biochemistry; Cancer-Cancer Progression and Metastasis; Cancer-Mechanisms of Carcinogenesis",2024-10-01,2029-09-30,0,,,"translational reprogramming, neoplasia, cancer"
"Mallette, Frederick A",CIUSSS Est-de-l'Ile-de- Montreal-Maisonneuve Rosemont,Quebec,Project Grant,202403PJT,Cancer Biology & Therapeutics,Exploiting translational reprogramming in neoplasia to devise unique strategies to eliminate cancer and cancer-promoting senescent cells,"$940,950",$0,,,5 yrs 0 mth ,Cancer Research,"Molecular, Cellular and Systems Biology-Biochemistry; Cancer-Cancer Progression and Metastasis; Cancer-Mechanisms of Carcinogenesis",2024-10-01,2029-09-30,0,,,"translational reprogramming, neoplasia, cancer"
"Mallette, Frederick A",CIUSSS Est-de-l'Ile-de- Montreal-Maisonneuve Rosemont,Quebec,Project Grant,201709PJT,Cancer Progression & Therapeutics,Identification of therapeutic targets for pediatric acute megakaryoblastic leukemia,"$765,000",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis; Cancer-Pediatric Cancer; Cancer-Cancer Drug Development and Therapeutics,2018-04-01,2023-03-31,0,,,"therapeutic targets, pediatric leukemia, megakaryoblastic"
"Mallette, Frederick A",CIUSSS Est-de-l'Ile-de- Montreal-Maisonneuve Rosemont,Quebec,Project Grant - Priority Announcement: Pediatric Cancer Research,202309PDI,Cancer Progression & Therapeutics 2,Identifying novel therapeutic vulnerabilities in pediatric acute megakaryoblastic leukemia,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis; Cancer-Pediatric Cancer; Cancer-Cancer Drug Development and Therapeutics,2024-03-01,2025-02-28,0,,,"therapeutic vulnerabilities, pediatric leukemia, megakaryoblastic"
"Mallette, Frederick A",CIUSSS Est-de-l'Ile-de- Montreal-Maisonneuve Rosemont,Quebec,Project Grant,202409PJT,Cancer Progression & Therapeutics 2,Identifying novel therapeutic vulnerabilities in pediatric acute megakaryoblastic leukemia,"$1,017,450",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Mechanisms of Carcinogenesis; Cancer-Pediatric Cancer; Cancer-Cancer Drug Development and Therapeutics,2024-03-01,2025-02-28,0,,,"therapeutic vulnerabilities, pediatric leukemia, megakaryoblastic"
"Marcato, Paola",Dalhousie University (Nova Scotia),Nova Scotia,Project Grant,201809PJT,Cancer Biology & Therapeutics 2,Defining the mechanism of ALDH1A3 in breast cancer for the identification of novel therapeutic targets,"$918,000",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2019-04-01,2024-03-31,1,,,"ALDH1A3, breast cancer, therapeutic targets"
"Marcato, Paola",Dalhousie University (Nova Scotia),Nova Scotia,Project Grant - PA: Breast Cancer Research,202209PLL,Cancer Progression & Therapeutics 2,Identification of lncRNAs that regulate biological processes required for breast cancer progression,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2023-03-01,2024-02-29,0,,,"lncRNAs, breast cancer, biological processes"
"Marcato, Paola",Dalhousie University (Nova Scotia),Nova Scotia,Project Grant,202303PJT,Cancer Progression & Therapeutics,Investigating the role of LINC01929 in regulating processes critical for breast cancer progression,"$1,093,950",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2023-10-01,2028-09-30,0,,,"LINC01929, breast cancer, regulation"
"Marcato, Paola",Dalhousie University (Nova Scotia),Nova Scotia,Project Grant,202309PJT,Cancer Progression & Therapeutics,Targeting ALDH1A3 and investigating mechanisms of ALDH1A3-mediated breast cancer progression,"$1,090,125",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics,2024-04-01,2029-03-31,1,,,"ALDH1A3, breast cancer, progression"
