Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,outcome_data,last_updated,title_keywords
"Watson, Ian R",McGill University,Quebec,Project Grant,202104PJT,Cancer Progression & Therapeutics 2,Investigation of the sexual dimorphic role of DDX3X in melanoma,"$803,250",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Mechanisms of Carcinogenesis; Molecular, Cellular and Systems Biology-Cell Signaling; Genetics-Genomics, Transcriptomics and Proteomics",2021-10-01,2026-09-30,0,,,"DDX3X, melanoma, sexual dimorphism"
"Watts, Tania H",University of Toronto,Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Vaccines,202005VR1,COVID-19 Rapid Research - Vaccines,Towards a comprehensive understanding of adaptive immunity to SARS-CoV-2,"$1,069,730",$0,,,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; IMMUNOLOGY-TRANSPLANTATION,2020-06-01,2021-05-31,0,,,"adaptive immunity, SARS-CoV-2"
"Weersink, Robert A",University Health Network (Toronto),Ontario,Operating Grant,201503MOP,Medical Physics & Imaging,Improving Target Definition in Radiation Therapy Planning by the Spatial Registration of Optical Endoscopy Imaging with Volumetric Imaging,"$280,582",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; GASTRO-INTESTINAL CANCER THERAPY; CANCER; IMAGING,2015-07-01,2018-06-30,0,,,"Radiation Therapy, Optical Endoscopy, Volumetric Imaging"
"Weinfeld, Michael",University of Alberta,Alberta,Project Grant,201909PJT,Cancer Biology & Therapeutics,Polynucleotide kinase/phosphatase: its role in DNA strand break repair and a potential therapeutic target to enhance radio- and chemotherapy,"$940,950",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2020-04-01,2025-03-31,0,,,"Polynucleotide kinase, DNA repair, chemotherapy"
"Weinfeld, Michael",University of Alberta,Alberta,Operating Grant,200909MOP,Cancer Biology & Therapeutics,Polynucleotide kinase: its role in DNA single-strand break repair and a potential therapeutic target to enhance radio- and chemotherapy.,"$531,872",$0,,,4 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CANCER; BIOCHEMISTRY,2010-04-01,2014-03-31,3,,,"Polynucleotide kinase, DNA repair, chemotherapy"
"Weinfeld, Michael",University of Alberta,Alberta,Operating Grant,201309MOP,Cancer Biology & Therapeutics,Polynucleotide kinase: its role in DNA strand break repair and a potential therapeutic target to enhance radio- and chemotherapy,"$952,465",$0,,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CARCINOGENS (INCL ENVIRONMENTAL); CANCER; MOLECULAR BIOLOGY,2014-04-01,2019-03-31,3,,,"Polynucleotide kinase, DNA repair, chemotherapy"
"Weinfeld, Michael",University of Alberta,Alberta,Operating Grant,201103MOP,Cancer Biology & Therapeutics,Preclinical evaluation of polynucleotide kinase/phosphatase as a therapeutic target.,"$357,058",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CANCER; DRUG RESEARCH,2011-10-01,2014-09-30,3,,,"polynucleotide kinase, phosphatase, therapeutic target"
"Weng, Andrew P",University of British Columbia,British Columbia,Operating Grant,201203MOP,Cancer Progression & Therapeutics 2,Adult vs. Fetal Programs in Leukemia Pathogenesis,"$351,308",$0,,,3 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER THERAPY GENERAL; CANCER,2012-10-01,2015-09-30,0,,,"Leukemia, Pathogenesis, Fetal"
"Weng, Andrew P",University of British Columbia,British Columbia,Operating Grant,201303MOP,Cancer Progression & Therapeutics 2,Regulation of Leukemia Stem Cell Activity by Signaling through PKC[theta],"$868,690",$0,,,5 yrs 0 mth ,Cancer Research,LEUKAEMIAS; CANCER THERAPY GENERAL; CANCER,2013-10-01,2018-09-30,0,,,"Leukemia, Stem Cell, PKC theta"
"Werbowetski-Ogilvie, Tamra E",University of Manitoba,Manitoba,Operating Grant,201309MOP,Cancer Progression & Therapeutics 2,Functional characterization of novel biomarkers for subtype-specific medulloblastoma cell phenotypes,"$614,472",$0,,,5 yrs 0 mth ,Cancer Research,BRAIN TUMORS (INCL. RETINAL TUMORS); MULTIDISCIPLINARY; CANCER; CELL BIOLOGY,2014-04-01,2019-03-31,1,,,"biomarkers, medulloblastoma, phenotypes"
"Werbowetski-Ogilvie, Tamra E",University of Manitoba,Manitoba,Project Grant,202003PJT,Cancer Progression & Therapeutics,Novel therapeutic targets for Group 3 medulloblastoma stem cells,"$1,208,700",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Pediatric Cancer; Cancer-Cancer Progression and Metastasis; Cancer-Cancer Drug Development and Therapeutics,2020-10-01,2025-09-30,0,,,"medulloblastoma, stem cells, therapeutic targets"
"Whelan, Timothy J",McMaster University,Ontario,Operating Grant,201109MOP,Cancer Biology & Therapeutics,Avoidance of Radiotherapy in Luminal A Breast Cancer,"$339,130",$0,,,2 yrs 0 mth ,Cancer Research,BREAST CANCER; BREAST CANCER THERAPY; CANCER; MOLECULAR BIOLOGY,2012-04-01,2014-03-31,0,,,"Radiotherapy, Luminal A, Breast Cancer"
"Whelan, William M",University of Prince Edward Island (Charlottetown),Prince Edward Island,Operating Grant: COVID-19 - Diagnostics,202002OV1,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,LabAnywhere: Technology for Detection of Coronavirus in Remote Settings,"$355,982",$0,,,2 yrs 0 mth ,Infection and Immunity,VIRAL; BIOPHYSICS; MOLECULAR BIOLOGY,2020-04-01,2022-03-31,0,,,"Coronavirus, Detection, Remote"
"White, John H",McGill University,Quebec,Operating Grant,201303MOP,Cancer Biology & Therapeutics,FBW7-dependent regulation of cMYC and MXD1 function by the vitamin D receptor,"$380,219",$0,,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; ENDOCRINOLOGY; MOLECULAR BIOLOGY; CELL BIOLOGY,2013-10-01,2016-09-30,0,,,"FBW7, cMYC, vitamin D receptor"
"White, John H",McGill University,Quebec,Operating Grant - PA: Cancer Research (bridge funding),201109IC1,Cancer Biology & Therapeutics,Regulation of FoxO protein and cMYC function by the vitamin D receptor,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; ENDOCRINOLOGY; CANCER,2012-03-01,2013-02-28,0,,,"FoxO, cMYC, vitamin D receptor"
"Whyne, Cari M","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Operating Grant - Priority Announcement: Breast Cancer,201203COP,Biomedical Engineering,Implications of pathologic changes to bone material properties on the skeletal stability of the metastatic spine,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,"BONE CANCER; MUSCULO SKELETAL; CANCER; MUSCLE, BONE, OR JOINT",2013-04-01,2018-03-31,2,,,"bone, metastasis, stability"
"Whyne, Cari M","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Operating Grant,201209MOP,Biomedical Engineering,Implications of pathologic changes to bone material properties on the skeletal stability of the metastatic spine,"$720,465",$0,,,5 yrs 0 mth ,Cancer Research,"BONE CANCER; MUSCULO SKELETAL; CANCER; MUSCLE, BONE, OR JOINT",2013-04-01,2018-03-31,2,,,"bone, metastasis, stability"
"Whyne, Cari M","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant - Priority Announcement - Cancer Survivorship,202403CSV,Cancer Biology & Therapeutics,Stereotactic Radiotherapy for Spinal Metastases: Quantifying the Impact on Musculoskeletal Health,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,"Cancer-Cancer Progression and Metastasis; Musculoskeletal Health-Bone, Skin and Cartilage Sciences; Artificial Intelligence-Machine Learning",2024-10-01,2025-09-30,0,,,"Stereotactic Radiotherapy, Spinal Metastases, Musculoskeletal Health"
"Whyne, Cari M","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201709PJT,Biomedical Engineering,Treatment induced changes to bone quality: Impact on the skeletal stability of the metastatic spine,"$966,960",$0,,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Musculoskeletal Health-Bone, Skin and Cartilage Sciences; Cancer-Cancer Progression and Metastasis",2018-04-01,2022-03-31,1,,,"bone, skeletal, metastasis"
"Wille, Holger",University of Alberta,Alberta,Operating Grant - E-Rare-2: Innovative Therapeutic Approaches,201405ERL,Special Cases,Immunotherapy of familial prion diseases,"$423,000",$0,,,3 yrs 0 mth ,Genetics,NONE OF THE ABOVE; AGING; GENETICS,2015-04-01,2018-03-31,0,,,"Immunotherapy, prion diseases, familial"
"Willett, Thomas",University of Waterloo (Ontario),Ontario,Project Grant,201709PJT,Biomedical Engineering,Bone-mimetic nanocomposite biomaterials for critically-sized skeletal defect reconstruction,"$665,552",$0,,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Biomedical Engineering-Regenerative Medicine and Tissue Engineering; Cancer-Clinical Oncology; Cancer - Orthopaedic Oncology",2018-04-01,2022-03-31,0,,,"bone, nanocomposite, biomaterials"
"Willett, Thomas",Sinai Health System (Toronto),Ontario,Operating Grant,201103MOP,Biomedical Engineering,Engineering of Irradiation-Sterilized Musculoskeletal Allografts for Improved Biomechanical Performance,"$230,350",$0,,,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; INJURY, REGENERATION; MUSCLE, BONE, OR JOINT",2011-10-01,2014-09-30,1,,,"Irradiation, Allografts, Biomechanical"
"Willett, Thomas",Sinai Health System (Toronto),Ontario,Operating Grant - PA: IMHA - New Invest.- Musculoskeletal Health Bridge Funding,201403ONM,Biomedical Engineering,Engineering of Irradiation-Sterilized Skeletal Allograft for Improved Clinical Outcomes,"$100,000",$0,,,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; INJURY, REGENERATION; MUSCLE, BONE, OR JOINT",2014-10-01,2015-09-30,0,,,"Irradiation, Sterilization, Allograft"
"Willett, Thomas",University of Waterloo (Ontario),Ontario,Project Grant,201803PJT,Biomedical Engineering,Oxidative Damage of Bone Collagen As A Mechanism Of Bone Fragility,"$653,157",$0,,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Musculoskeletal Health-Bone, Skin and Cartilage Sciences; Aging-Aging Process and Biological Determinants of Aging",2018-10-01,2022-09-30,0,,,"oxidative damage, bone collagen, bone fragility"
"Wilman, Alan H",University of Alberta,Alberta,Operating Grant,201403MOP,Medical Physics & Imaging,"Imaging Brain Iron in Multiple Sclerosis: Development, Validation and Clinical Implementation","$678,786",$0,,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",MULTIPLE SCLEROSIS; IMAGING,2014-10-01,2019-09-30,0,,,"Brain imaging, Iron detection, Multiple sclerosis"
"Wilman, Alan H",University of Alberta,Alberta,Project Grant,201803PJT,Medical Physics & Imaging,New Quantitative MRI for Human Stroke,"$768,826",$0,,,5 yrs 0 mth ,Circulatory and Respiratory Health,Biomedical Engineering-Biomedical Imaging; Neurosciences-Neurological disorders,2018-10-01,2023-09-30,0,,,"MRI, Stroke"
"Wilman, Alan H",University of Alberta,Alberta,Operating Grant,200909MOP,Medical Physics & Imaging,Quantitative MRI for Multiple Sclerosis,"$664,475",$0,,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",MULTIPLE SCLEROSIS; IMAGING; MENTAL HEALTH,2010-04-01,2014-09-30,0,,,"MRI, Multiple Sclerosis"
"Wilman, Alan H",University of Alberta,Alberta,Project Grant,202109PJT,Medical Physics & Imaging,Relaxation Mapping for the Clinic: Application to Multiple Sclerosis,"$753,525",$0,,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",Biomedical Engineering-Biomedical Imaging; Methods Development and Modelling-Quantitative Methods Development for Health Research; Neurosciences-Neurological disorders,2022-04-01,2027-03-31,0,,,"Relaxation, Mapping, Multiple Sclerosis"
"Wilson, Brian C",University Health Network (Toronto),Ontario,Project Grant,201803PJT,Medical Physics & Imaging,Nuclear-targeted X-ray activated photodynamic therapy of pancreatic cancer,"$371,024",$0,,,4 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation; Methods Development and Modelling-Quantitative Methods Development for Health Research",2018-10-01,2022-09-30,3,,,"Nuclear, X-ray, photodynamic"
"Wilson, David R",University of British Columbia,British Columbia,Project Grant,201710PJT,Biomedical Engineering,"Development, assessment and application of a new method for characterizing degenerative lumbar spondylolisthesis in the symptomatic upright posture.","$100,000",$0,,,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Biomedical Engineering-Biomedical Imaging",2018-04-01,2019-03-31,0,,,"lumbar spondylolisthesis, degenerative, characterization"
"Wilson, David R",University of British Columbia,British Columbia,Project Grant,201903PJT,Biomedical Engineering,"Development, assessment and application of a new method for characterizing degenerative lumbar spondylolisthesis in the symptomatic upright posture.","$550,800",$0,,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Biomedical Engineering-Biomedical Imaging",2018-04-01,2019-03-31,0,,,"lumbar spondylolisthesis, degenerative, characterization"
"Wilson, David R",University of British Columbia,British Columbia,Operating Grant,201003MOP,Biomedical Engineering,Imaging-based assessments of knee mechanics,"$676,920",$0,,,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,"ARTHRITIS/OSTEOARTHRITIS; MUSCULO SKELETAL; MUSCLE, BONE, OR JOINT; IMAGING",2010-10-01,2015-09-30,2,,,"Imaging, knee, mechanics"
"Wilson, Joyce A",University of Saskatchewan,Saskatchewan,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,SARS-CoV2 therapeutic discovery through genetic screens and repurposing drugs that target essential virus-host interactions.,"$449,276",$0,,,1 yr 0 mth ,Infection and Immunity,VIRAL; INFECTIOUS AND PARASITIC; VIROLOGY; DRUG RESEARCH,2020-06-01,2021-05-31,0,,,"SARS-CoV2, genetic screens, virus-host interactions"
"Wisnovsky, Simon",University of British Columbia,British Columbia,Project Grant,202403PJT,Cancer Biology & Therapeutics,T-cell glyco-immune checkpoints as next-generation targets for cancer immunotherapy,"$918,000",$0,,,5 yrs 0 mth ,Infection and Immunity,"Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Cancer-Cancer Drug Development and Therapeutics",2024-10-01,2029-09-30,0,,,"T-cell, glyco-immune, checkpoints"
"Witcher, Michael",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,201803PJT,Cancer Progression & Therapeutics 2,Epigenetic characterization and therapeutic targeting of cancers harboring dysfunctional CTCF.,"$726,750",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2018-10-01,2023-09-30,0,,,"Epigenetic, CTCF, cancers"
"Witcher, Michael",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,201803PJT,Cancer Biology & Therapeutics,Oncogenic activity of poly (ADP-ribose) polymerase.,"$665,550",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2018-10-01,2023-09-30,0,,,"oncogenic, poly (ADP-ribose), polymerase"
"Witcher, Michael",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant - PA: Breast Cancer Research,202209PLL,Cancer Progression & Therapeutics,Targeting changes to chromatin architecture that promote breast cancer metastasis.,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2023-10-01,2024-09-30,0,,,"chromatin, breast cancer, metastasis"
"Witcher, Michael",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant - PA: Breast Cancer Research,202303PLL,Cancer Progression & Therapeutics,Targeting changes to chromatin architecture that promote breast cancer metastasis.,"$100,000",$0,,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2023-10-01,2024-09-30,0,,,"chromatin, breast cancer, metastasis"
"Witcher, Michael",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Project Grant,202309PJT,Cancer Progression & Therapeutics 2,Targeting changes to chromatin architecture that promote breast cancer metastasis.,"$1,097,775",$0,,,5 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,2023-10-01,2024-09-30,0,,,"chromatin, breast cancer, metastasis"
"Witcher, Michael",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Quebec,Operating Grant,201203MOP,Cancer Biology & Therapeutics,The epigenetic impact of deregulated poly(ADP)ribosylation in breast cancer.,"$695,970",$0,,,5 yrs 0 mth ,Cancer Research,BREAST CANCER; CANCER; MOLECULAR BIOLOGY,2012-10-01,2018-03-31,0,,,"epigenetic, poly(ADP)ribosylation, breast cancer"
"Wong, Judy M",University of British Columbia,British Columbia,Project Grant,202109PJT,Cancer Biology & Therapeutics,Molecular and Functional Genomic Characterization of G-quadruplex in Cancers with the Alternate Lengthening of Telomere (ALT) Mechanism,"$948,600",$0,,,5 yrs 0 mth ,Cancer Research,"Cancer-Cancer Drug Development and Therapeutics; Genetics-Molecular and Functional Genetics and Epigenetics; Molecular, Cellular and Systems Biology-Biochemistry",2022-04-01,2027-03-31,0,,,"G-quadruplex, Genomic, Telomere"
"Woodside, Michael T",University of Alberta,Alberta,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Targeting programmed ribosomal frameshifting as a therapeutic strategy against 2019-nCoV,"$296,560",$0,,,2 yrs 0 mth ,Infection and Immunity,VIRAL; BIOPHYSICS; VIROLOGY,2020-04-01,2022-03-31,0,,,"programmed ribosomal frameshifting, 2019-nCoV, therapeutic"
